distance|frequency|height|power|angle|carrier
3305.09992689358|32711000000.0|40.0|12.6|196.8|t-mobile
3305.09992689358|31899000000.0|30.0|12.6|16.7|t-mobile
23979.4988644659|13213000000.0|33.0|26.1|352.3|t-mobile
23979.4988644659|12947000000.0|39.0|26.1|172.3|t-mobile
4752.45566264092|33369000000.0|28.0|18.8|359.2|N/A
4696.84874837066|71500000000.0|45.0|22.4|1.5|N/A
4301.37910947147|71500000000.0|15.0|27.9|74.0|N/A
5842.17715129818|31955000000.0|37.0|19.6|221.3|N/A
3425.70291583044|38570000000.0|30.0|19.0|350.0|N/A
1630.46986883333|81875000000.0|20.0|22.9|321.9|t-mobile
1630.46986883333|71875000000.0|37.5|22.9|141.9|t-mobile
3240.51971245143|84375000000.0|46.8|23.9|26.9|t-mobile
3240.51971245143|39242000000.0|34.0|16.3|206.9|t-mobile
3240.51971245143|84375000000.0|46.8|23.9|26.9|t-mobile
3240.51971245143|39242000000.0|34.0|16.3|206.9|t-mobile
1200.77180568362|38570000000.0|25.0|7.0|87.1|t-mobile
1200.77180568362|81875000000.0|36.0|22.9|267.1|t-mobile
2138.78924859954|71875000000.0|15.0|22.9|56.7|t-mobile
2138.78924859954|81875000000.0|33.0|22.9|236.7|t-mobile
36650.0420743594|31899000000.0|15.0|12.6|273.2|unknown
36650.0420743594|14526000000.0|46.0|23.0|92.9|unknown
21398.4231882701|12863000000.0|38.0|27.9|298.7|unknown
21398.4231882701|13129000000.0|42.0|27.9|118.6|unknown
3306.29644501886|81875000000.0|30.0|23.9|254.5|t-mobile
3306.29644501886|75750000000.0|34.0|27.9|74.4|t-mobile
12766.3693259538|19040000000.0|30.0|19.1|243.5|t-mobile
12766.3693259538|18030000000.0|50.0|19.1|63.4|t-mobile
4857.35556217078|85750000000.0|26.0|23.9|207.8|vodafone
4857.35556217078|75750000000.0|28.0|27.9|27.8|vodafone
4857.35556217078|85750000000.0|26.0|23.9|207.8|vodafone
4857.35556217078|75750000000.0|28.0|27.9|27.8|vodafone
1614.02599214483|7456000000.0|45.0|17.2|255.2|vodafone
1614.02599214483|37310000000.0|24.0|5.0|75.2|vodafone
6697.81864009359|32711000000.0|33.5|17.6|300.3|t-mobile
6697.81864009359|31899000000.0|33.0|21.7|120.3|t-mobile
6442.86180446301|39186000000.0|33.5|24.3|130.6|t-mobile
6442.86180446301|81500000000.0|33.0|27.9|310.6|t-mobile
6442.8618044246|39186000000.0|33.5|24.3|130.6|t-mobile
6442.8618044246|81500000000.0|33.0|27.9|310.6|t-mobile
7641.85872102421|31899000000.0|22.6|21.6|290.0|t-mobile
7641.85872102421|81500000000.0|22.6|29.9|110.0|t-mobile
4989.98755998306|37926000000.0|22.6|21.3|227.4|t-mobile
4989.98755998306|81875000000.0|23.0|22.9|47.4|t-mobile
6932.30452698463|22442000000.0|36.0|18.2|34.4|vodafone
6932.30452698463|23450000000.0|32.0|18.2|214.4|vodafone
2623.05061373756|14543000000.0|52.0|17.9|10.3|vodafone
2623.05061373756|38570000000.0|49.0|16.0|190.3|vodafone
5653.97543009185|37982000000.0|26.0|21.3|279.0|t-mobile
5653.97543009185|71500000000.0|22.0|27.9|99.0|t-mobile
7641.85872103376|81500000000.0|22.6|29.9|110.0|t-mobile
7641.85872103376|31899000000.0|22.6|21.6|290.0|t-mobile
4989.98755997679|37926000000.0|22.6|21.3|227.4|t-mobile
4989.98755997679|81875000000.0|23.0|22.9|47.4|t-mobile
4537.77704512321|71500000000.0|35.0|25.9|245.2|t-mobile
4537.77704512321|81500000000.0|25.0|25.9|65.2|t-mobile
3364.98754081234|71875000000.0|37.0|22.9|44.7|t-mobile
3364.98754081234|81875000000.0|31.0|22.9|224.8|t-mobile
1155.78706680361|31899000000.0|37.0|3.6|83.1|t-mobile
1155.78706680361|32711000000.0|37.0|3.6|263.1|t-mobile
1155.78706680592|31899000000.0|37.0|3.6|83.1|t-mobile
1155.78706680592|32711000000.0|37.0|3.6|263.1|t-mobile
4278.96607565871|71875000000.0|15.0|24.9|224.3|t-mobile
4278.96607565871|81875000000.0|40.0|24.9|44.3|t-mobile
3434.26159618739|85750000000.0|31.0|31.4|91.8|vodafone
3434.26159618739|75750000000.0|31.0|31.4|271.8|vodafone
4273.46636246576|17865000000.0|51.0|24.6|202.1|vodafone
4273.46636246576|18875000000.0|24.0|24.6|22.0|vodafone
4273.46636246576|17865000000.0|51.0|24.6|202.1|vodafone
4273.46636246576|18875000000.0|24.0|24.6|22.0|vodafone
4496.64179224283|32515000000.0|47.0|20.8|101.8|vodafone
4496.64179224283|33327000000.0|23.0|20.8|281.9|vodafone
6844.44043258501|25305000000.0|15.0|20.2|145.3|t-mobile
6844.44043258501|26313000000.0|30.0|20.2|325.3|t-mobile
6273.81199094963|32711000000.0|15.0|22.6|201.0|t-mobile
6273.81199094963|31899000000.0|30.0|22.6|21.0|t-mobile
5473.58546317377|81500000000.0|15.0|30.9|170.5|t-mobile
5473.58546317377|71500000000.0|43.0|34.9|350.5|t-mobile
3772.7547008368|38570000000.0|34.0|21.0|149.6|vodafone
3772.7547008368|37310000000.0|17.0|21.0|329.6|vodafone
4702.07179978612|32515000000.0|34.0|20.8|265.5|vodafone
4702.07179978612|19095000000.0|45.0|24.1|85.5|vodafone
8114.92177410751|23534000000.0|36.0|22.2|69.8|vodafone
8114.92177410751|22526000000.0|33.0|22.2|249.8|vodafone
7769.34897662284|31899000000.0|15.0|10.6|23.2|vodafone
7769.34897662284|38570000000.0|32.0|14.0|203.2|vodafone
7745.06330615515|39186000000.0|15.0|0.5|17.7|vodafone
7745.06330615515|71875000000.0|30.0|17.9|197.7|vodafone
5816.7768701463|81875000000.0|30.0|30.9|301.4|vodafone
5816.7768701463|32711000000.0|25.7|6.6|121.4|vodafone
11988.1750899424|18443000000.0|50.0|13.9|157.9|N/A
1434.08848640886|81875000000.0|15.0|22.9|204.7|t-mobile
1434.08848640886|71875000000.0|72.0|22.9|24.7|t-mobile
9210.76805853381|22470000000.0|14.0|20.2|294.5|vodafone
9210.76805853381|23478000000.0|33.0|25.3|114.5|vodafone
7246.94252891755|23534000000.0|34.0|20.2|317.7|vodafone
7246.94252891755|22526000000.0|19.0|20.2|137.6|vodafone
6484.12092036645|23534000000.0|36.0|20.2|26.3|N/A
14787.1684710891|29068000000.0|44.5|19.7|194.1|prorail
14787.1684710891|28060000000.0|34.5|19.7|14.1|prorail
1820.2769812763|84375000000.0|25.0|23.9|278.2|t-mobile
1820.2769812763|74375000000.0|30.0|23.9|98.1|t-mobile
4094.02590108765|84375000000.0|46.8|23.9|314.1|t-mobile
4094.02590108765|71875000000.0|20.0|26.9|134.1|t-mobile
4094.02590106143|84375000000.0|46.8|23.9|314.1|t-mobile
4094.02590106143|71875000000.0|20.0|26.9|134.1|t-mobile
4681.66790151087|83000000000.0|36.6|32.9|332.1|kpn
4681.66790151087|73000000000.0|36.5|32.9|152.1|kpn
9382.76794242513|81875000000.0|15.0|30.9|52.6|t-mobile
9382.76794242513|71875000000.0|39.5|30.9|232.6|t-mobile
9382.76794242513|81875000000.0|15.0|30.9|52.6|t-mobile
9382.76794242513|71875000000.0|39.5|30.9|232.6|t-mobile
8125.98290654518|22414000000.0|40.0|20.3|357.9|N/A
11794.5650768494|81500000000.0|15.0|30.9|95.4|t-mobile
11794.5650768494|71500000000.0|35.0|30.9|275.5|t-mobile
4133.29437455256|38640000000.0|38.0|20.0|240.1|vodafone
4133.29437455256|37380000000.0|32.0|20.0|60.1|vodafone
3148.96477223017|37408000000.0|47.0|15.0|175.2|vodafone
3148.96477223017|38668000000.0|34.0|15.0|355.2|vodafone
19918.3223932964|13045000000.0|77.0|26.9|160.8|unknown
19918.3223932964|12779000000.0|35.0|26.9|340.9|unknown
5817.24847664588|22526000000.0|45.0|24.9|126.8|vodafone
5817.24847664588|23534000000.0|24.0|24.9|306.8|vodafone
35620.527580691|71500000000.0|37.0|34.9|125.6|prorail
35620.527580691|19150000000.0|26.0|25.0|305.8|prorail
22809.9683957739|22470000000.0|39.0|16.2|58.7|prorail
22809.9683957739|37422000000.0|47.0|19.0|238.9|prorail
8340.65693500979|82875000000.0|23.0|32.2|158.8|kpn
8340.65693500979|18635000000.0|36.5|17.4|338.8|kpn
3377.69124967932|81875000000.0|30.0|25.9|84.3|t-mobile
3377.69124967932|81875000000.0|15.0|30.9|264.3|t-mobile
21379.3581973863|32711000000.0|37.5|20.6|33.9|unknown
21379.3581973863|39242000000.0|18.5|24.3|214.0|unknown
8352.82742317647|28382000000.0|32.0|7.5|60.4|prorail
8352.82742317647|37310000000.0|34.0|19.0|240.4|prorail
10450.0472311402|38343000000.0|32.0|23.0|134.5|prorail
10450.0472311402|37083000000.0|23.0|23.0|314.6|prorail
3579.46545880367|22526000000.0|38.0|20.2|57.9|t-mobile
3579.46545880367|71875000000.0|23.0|22.9|237.9|t-mobile
1612.30432203899|31899000000.0|37.0|18.6|286.5|vodafone
1612.30432203899|38570000000.0|35.0|12.0|106.5|vodafone
6678.53194636297|38682000000.0|31.0|17.0|116.0|kpn
6678.53194636297|37422000000.0|29.0|13.0|296.0|kpn
6678.53194636297|38682000000.0|31.0|17.0|116.0|kpn
6678.53194636297|37422000000.0|29.0|13.0|296.0|kpn
5776.47848461421|23478000000.0|35.0|24.9|68.2|vodafone
5776.47848461421|22526000000.0|32.0|24.9|248.3|vodafone
6389.54563955929|23534000000.0|29.0|23.9|218.6|vodafone
6389.54563955929|37156000000.0|29.0|3.0|38.6|vodafone
6389.54563955929|23534000000.0|29.0|23.9|218.6|vodafone
6389.54563955929|37156000000.0|29.0|3.0|38.6|vodafone
7386.18110499741|23534000000.0|34.0|24.9|173.8|vodafone
7386.18110499741|22526000000.0|36.0|24.9|353.9|vodafone
7386.18110499741|23534000000.0|34.0|24.9|173.8|vodafone
7386.18110499741|22526000000.0|36.0|24.9|353.9|vodafone
8606.55006698193|38357000000.0|37.3|18.0|273.1|prorail
8606.55006698193|37097000000.0|42.0|18.0|93.1|prorail
2709.21792779894|37422000000.0|32.0|21.0|102.8|vodafone
2709.21792779894|19370000000.0|27.9|27.0|282.8|vodafone
6403.27144989605|37310000000.0|30.0|20.0|227.3|vodafone
6403.27144989605|37352000000.0|34.0|20.0|47.3|vodafone
16915.3304712826|19370000000.0|70.0|15.9|337.1|unknown
16915.3304712826|18360000000.0|25.0|15.9|157.1|unknown
6081.85189905592|71875000000.0|15.0|26.9|224.6|t-mobile
6081.85189905592|81875000000.0|72.0|26.9|44.6|t-mobile
2626.39624271989|71875000000.0|30.0|22.9|83.0|t-mobile
2626.39624271989|81875000000.0|33.0|22.9|263.0|t-mobile
8977.4047228019|39242000000.0|40.0|18.3|261.5|vodafone
8977.4047228019|18525000000.0|51.0|27.9|81.4|vodafone
8627.50118072341|81500000000.0|15.0|30.9|170.5|vodafone
8627.50118072341|23534000000.0|29.0|25.3|350.5|vodafone
1688.56173016704|29082000000.0|54.3|19.5|26.2|t-mobile
1688.56173016704|18305000000.0|15.0|16.9|206.2|t-mobile
1938.81636839282|71500000000.0|51.0|23.9|110.8|t-mobile
1938.81636839282|81500000000.0|35.8|23.9|290.8|t-mobile
1632.62850883025|71875000000.0|15.0|22.9|22.9|t-mobile
1632.62850883025|81875000000.0|72.0|22.9|202.9|t-mobile
2223.55995046381|81875000000.0|15.5|22.9|127.1|t-mobile
2223.55995046381|71875000000.0|50.0|22.9|307.1|t-mobile
3473.66848133987|71875000000.0|15.0|22.9|202.9|t-mobile
3473.66848133987|81875000000.0|72.0|22.9|22.9|t-mobile
14756.7894008047|81875000000.0|15.0|30.9|66.5|vodafone
14756.7894008047|37097000000.0|26.0|18.5|246.6|vodafone
1927.15593256992|71500000000.0|25.0|23.9|269.1|t-mobile
1927.15593256992|81500000000.0|25.0|23.9|89.1|t-mobile
27671.8004466893|14526000000.0|35.0|32.0|219.8|unknown
27671.8004466893|15254000000.0|37.0|32.0|39.6|unknown
8440.47054409689|71500000000.0|25.4|25.9|331.3|vodafone
8440.47054409689|81500000000.0|36.0|25.9|151.2|vodafone
3408.99216069518|37310000000.0|41.0|21.0|290.3|vodafone
3408.99216069518|38570000000.0|40.0|21.0|110.2|vodafone
4494.70633611536|71875000000.0|30.0|22.9|348.2|t-mobile
4494.70633611536|81875000000.0|33.0|22.9|168.2|t-mobile
10003.4992225125|19150000000.0|15.0|24.0|94.0|t-mobile
10003.4992225125|25193000000.0|25.0|24.4|274.1|t-mobile
10003.4992225125|19150000000.0|15.0|24.0|94.0|t-mobile
10003.4992225125|25193000000.0|25.0|24.4|274.1|t-mobile
9479.68985602651|71875000000.0|30.0|26.9|127.6|t-mobile
9479.68985602651|81875000000.0|33.0|26.9|307.7|t-mobile
9479.68985602651|71875000000.0|30.0|26.9|127.6|t-mobile
9479.68985602651|81875000000.0|33.0|26.9|307.7|t-mobile
3819.6543340606|71875000000.0|35.0|22.9|21.3|t-mobile
3819.6543340606|81875000000.0|15.0|22.9|201.3|t-mobile
8485.65554945072|71875000000.0|37.0|26.9|320.8|t-mobile
8485.65554945072|19150000000.0|30.0|26.0|140.8|t-mobile
8485.65554945072|71875000000.0|37.0|26.9|320.8|t-mobile
8485.65554945072|19150000000.0|30.0|26.0|140.8|t-mobile
5497.36897375071|81875000000.0|52.0|22.9|101.6|t-mobile
5497.36897375071|71875000000.0|42.0|26.9|281.7|t-mobile
8194.72746158649|82875000000.0|19.0|32.2|212.2|kpn
8194.72746158649|18635000000.0|39.5|19.4|32.2|kpn
8194.72746158649|82875000000.0|19.0|32.2|212.2|kpn
8194.72746158649|18635000000.0|39.5|19.4|32.2|kpn
1931.99532620613|81875000000.0|15.0|22.9|141.4|t-mobile
1931.99532620613|71875000000.0|72.0|22.9|321.4|t-mobile
4845.89620564554|38570000000.0|34.0|21.0|89.4|vodafone
4845.89620564554|37310000000.0|20.0|17.0|269.5|vodafone
7299.06840633181|18140000000.0|16.1|24.0|73.2|t-mobile
7299.06840633181|84000000000.0|37.5|34.9|253.2|t-mobile
2245.81588758828|71875000000.0|30.0|22.9|53.9|t-mobile
2245.81588758828|81875000000.0|33.0|22.9|233.9|t-mobile
1570.69191448445|71875000000.0|35.0|22.9|353.9|t-mobile
1570.69191448445|81875000000.0|38.1|22.9|173.9|t-mobile
7496.87603795683|81875000000.0|38.1|26.9|7.9|t-mobile
7496.87603795683|71875000000.0|30.0|26.9|187.9|t-mobile
7496.87603795683|81875000000.0|38.1|26.9|7.9|t-mobile
7496.87603795683|71875000000.0|30.0|26.9|187.9|t-mobile
7497.0492125221|22246000000.0|38.1|16.1|7.6|t-mobile
7497.0492125221|23254000000.0|30.0|16.1|187.6|t-mobile
1469.18583186644|18635000000.0|51.4|14.4|110.9|vodafone
1469.18583186644|38570000000.0|26.0|10.0|290.9|vodafone
6461.75133526275|71875000000.0|25.4|23.7|169.9|t-mobile
6461.75133526275|81875000000.0|40.0|23.7|349.9|t-mobile
1960.82516698484|81500000000.0|36.0|23.9|37.5|t-mobile
1960.82516698484|71500000000.0|25.4|23.9|217.5|t-mobile
3907.95964071792|81500000000.0|36.0|25.9|151.2|t-mobile
3907.95964071792|71500000000.0|25.4|25.9|331.3|t-mobile
1487.43423449822|81875000000.0|37.0|22.9|30.2|t-mobile
1487.43423449822|71875000000.0|74.0|22.9|210.2|t-mobile
2966.77203370184|75750000000.0|34.0|29.4|199.2|vodafone
2966.77203370184|85750000000.0|35.0|29.4|19.2|vodafone
277.681917135031|38612000000.0|34.0|4.0|342.4|vodafone
277.681917135031|37352000000.0|6.0|4.0|162.4|vodafone
5981.91171271363|37352000000.0|35.0|27.1|310.5|vodafone
5981.91171271363|38612000000.0|20.0|22.0|130.4|vodafone
2405.55663157291|18635000000.0|30.0|11.4|119.9|t-mobile
2405.55663157291|19645000000.0|27.5|11.4|299.9|t-mobile
2293.09769615277|31899000000.0|25.0|15.6|15.9|t-mobile
2293.09769615277|32711000000.0|30.0|15.6|195.9|t-mobile
6821.18143420048|19150000000.0|10.0|23.0|48.1|t-mobile
6821.18143420048|18140000000.0|51.0|23.0|228.1|t-mobile
1509.86167340155|31899000000.0|40.0|14.6|29.2|t-mobile
1509.86167340155|81500000000.0|20.0|30.9|209.2|t-mobile
5141.24210094296|71875000000.0|35.0|22.9|188.8|t-mobile
5141.24210094296|81875000000.0|48.0|26.9|8.8|t-mobile
19120.5557024137|28074000000.0|34.5|24.5|219.3|prorail
19120.5557024137|29082000000.0|45.0|24.5|39.2|prorail
14563.5777336071|29082000000.0|45.0|16.5|156.3|prorail
14563.5777336071|32067000000.0|18.5|19.8|336.3|prorail
11367.4412123176|38357000000.0|38.0|24.0|196.6|prorail
11367.4412123176|37097000000.0|32.0|24.0|16.6|prorail
2179.81590562844|85750000000.0|33.0|29.4|57.4|vodafone
2179.81590562844|75750000000.0|20.0|29.4|237.4|vodafone
3615.80572879999|71875000000.0|15.0|22.9|284.1|t-mobile
3615.80572879999|32711000000.0|20.0|-10.9|104.1|t-mobile
549.946819048881|71875000000.0|15.0|16.9|221.9|t-mobile
549.946819048881|81875000000.0|72.0|16.9|41.9|t-mobile
746.258432118886|6271000000.0|33.2|30.9|296.6|t-mobile
746.258432118886|31899000000.0|39.5|19.6|116.6|t-mobile
833.550916275234|71875000000.0|15.0|20.9|291.0|t-mobile
833.550916275234|18278000000.0|10.0|16.9|111.0|t-mobile
1339.64508807948|85750000000.0|22.0|29.4|315.3|vodafone
1339.64508807948|37422000000.0|32.0|7.0|135.3|vodafone
2036.02953990075|71875000000.0|20.0|26.9|134.1|t-mobile
2036.02953990075|81875000000.0|33.0|23.9|314.1|t-mobile
1466.59572480317|81500000000.0|15.0|30.9|7.3|vodafone
1466.59572480317|38570000000.0|22.0|10.0|187.3|vodafone
6039.11076137342|85750000000.0|33.0|28.9|48.1|vodafone
6039.11076137342|75750000000.0|29.0|28.9|228.1|vodafone
6039.11076137342|85750000000.0|33.0|28.9|48.1|vodafone
6039.11076137342|75750000000.0|29.0|28.9|228.1|vodafone
9002.76214241279|75750000000.0|35.0|27.9|225.1|vodafone
9002.76214241279|23534000000.0|34.0|24.9|45.0|vodafone
9002.76214241279|75750000000.0|35.0|27.9|225.1|vodafone
9002.76214241279|23534000000.0|34.0|24.9|45.0|vodafone
6895.67259511512|23534000000.0|44.0|20.2|343.5|vodafone
6895.67259511512|22526000000.0|21.0|16.2|163.5|vodafone
7060.21358873615|18140000000.0|39.5|26.0|297.1|vodafone
7060.21358873615|22526000000.0|32.0|21.2|117.0|vodafone
7060.21358873615|18140000000.0|39.5|26.0|297.1|vodafone
7060.21358873615|22526000000.0|32.0|21.2|117.0|vodafone
5032.77596332188|22526000000.0|34.0|20.7|292.0|vodafone
5032.77596332188|23534000000.0|34.0|20.7|112.0|vodafone
5032.77596332188|22526000000.0|34.0|20.7|292.0|vodafone
5032.77596332188|23534000000.0|34.0|20.7|112.0|vodafone
14240.7461774932|81875000000.0|32.0|22.9|320.3|kpn
14240.7461774932|18635000000.0|72.0|24.4|140.2|kpn
11531.102099711|19150000000.0|15.0|26.0|177.7|t-mobile
11531.102099711|18140000000.0|30.0|26.0|357.7|t-mobile
11531.102099711|19150000000.0|15.0|26.0|177.7|t-mobile
11531.102099711|18140000000.0|30.0|26.0|357.7|t-mobile
12062.7511255005|31899000000.0|17.0|6.6|100.0|t-mobile
12062.7511255005|71500000000.0|15.0|30.9|280.1|t-mobile
12062.7511255005|31899000000.0|17.0|6.6|100.0|t-mobile
12062.7511255005|71500000000.0|15.0|30.9|280.1|t-mobile
9375.92132495342|38640000000.0|38.0|20.0|240.1|prorail
9375.92132495342|28382000000.0|38.5|12.5|60.0|prorail
3155.14079466589|31899000000.0|37.0|18.6|317.9|t-mobile
3155.14079466589|32711000000.0|15.0|18.6|137.9|t-mobile
4686.85854647368|37926000000.0|15.0|21.3|263.3|t-mobile
4686.85854647368|39186000000.0|27.7|21.3|83.2|t-mobile
3949.28574745438|71875000000.0|38.0|22.9|300.1|t-mobile
3949.28574745438|81875000000.0|27.7|22.9|120.1|t-mobile
4514.99456695519|37310000000.0|32.0|18.0|356.7|prorail
4514.99456695519|37097000000.0|27.0|7.2|176.7|prorail
1796.36900421829|85750000000.0|22.0|29.4|175.6|vodafone
1796.36900421829|75750000000.0|34.0|29.4|355.6|vodafone
5651.96120357362|81875000000.0|15.0|28.9|7.9|t-mobile
5651.96120357362|71875000000.0|25.0|28.9|187.9|t-mobile
5651.96120353903|81875000000.0|15.0|28.9|7.9|t-mobile
5651.96120353903|71875000000.0|25.0|28.9|187.9|t-mobile
5396.85598110061|71875000000.0|40.0|30.9|84.3|t-mobile
5396.85598110061|22526000000.0|36.0|24.3|264.4|t-mobile
1566.61340755068|71875000000.0|15.0|22.9|101.7|t-mobile
1566.61340755068|37982000000.0|32.0|16.3|281.7|t-mobile
2430.10627122792|81875000000.0|17.0|18.9|32.5|vodafone
2430.10627122792|37982000000.0|30.0|-1.8|212.5|vodafone
355.059180017813|19645000000.0|20.0|17.4|312.9|t-mobile
355.059180017813|18635000000.0|39.5|17.4|132.9|t-mobile
10201.2696022709|18030000000.0|82.0|24.6|19.1|unknown
10201.2696022709|19040000000.0|32.0|24.6|199.2|unknown
12998.1565429982|31899000000.0|30.0|5.6|239.8|unknown
12998.1565429982|22050000000.0|84.0|20.8|59.7|unknown
5647.72215585294|39396000000.0|10.0|10.9|78.2|unknown
5647.72215585294|38395000000.0|15.0|13.1|258.3|unknown
4114.80243094108|31955000000.0|30.0|25.6|102.9|unknown
4114.80243094108|22358000000.0|37.5|24.1|282.9|unknown
4114.80243094108|31955000000.0|30.0|25.6|102.9|unknown
4114.80243094108|22358000000.0|37.5|24.1|282.9|unknown
4885.26031643587|31955000000.0|37.0|25.6|89.7|unknown
4885.26031643587|32767000000.0|27.0|25.6|269.8|unknown
13444.4398285993|85500000000.0|37.0|-951.2|77.0|vodafone
13444.4398285993|75500000000.0|36.0|-951.2|257.1|vodafone
13444.4398285993|85500000000.0|37.0|-951.2|77.0|vodafone
13444.4398285993|75500000000.0|36.0|-951.2|257.1|vodafone
8114.92177410751|22526000000.0|33.0|22.2|249.8|vodafone
8114.92177410751|23534000000.0|36.0|22.2|69.8|vodafone
4032.23772410708|18360000000.0|35.0|28.9|11.9|vodafone
4032.23772410708|19370000000.0|54.0|24.4|191.9|vodafone
3572.34576823593|19480000000.0|32.0|15.0|4.2|vodafone
3572.34576823593|37310000000.0|28.0|21.0|184.2|vodafone
11672.7364004828|75750000000.0|34.0|28.9|225.3|vodafone
11672.7364004828|32711000000.0|40.0|26.7|45.3|vodafone
11672.7364004828|75750000000.0|34.0|28.9|225.3|vodafone
11672.7364004828|32711000000.0|40.0|26.7|45.3|vodafone
5816.7768701463|81875000000.0|30.0|30.9|301.4|vodafone
5816.7768701463|32711000000.0|25.7|6.6|121.4|vodafone
2972.61536246914|22526000000.0|84.0|25.3|12.7|unknown
2972.61536246914|19205000000.0|11.0|37.2|192.7|unknown
5092.59623625852|22246000000.0|37.2|25.3|308.8|unknown
5092.59623625852|81250000000.0|40.4|20.9|128.8|unknown
561.175200665821|23534000000.0|37.0|25.6|28.3|unknown
561.175200665821|75750000000.0|37.0|27.9|208.3|unknown
8176.29515971335|18140000000.0|15.0|17.0|45.2|t-mobile
8176.29515971335|19150000000.0|23.0|17.0|225.2|t-mobile
8176.29515971335|18140000000.0|15.0|17.0|45.2|t-mobile
8176.29515971335|19150000000.0|23.0|17.0|225.2|t-mobile
6006.14077332916|81500000000.0|21.5|27.9|301.5|t-mobile
6006.14077332916|71500000000.0|33.4|27.9|121.4|t-mobile
3706.81200481734|32711000000.0|33.4|13.6|336.7|t-mobile
3706.81200481734|31899000000.0|37.5|13.6|156.7|t-mobile
9559.62704941855|81875000000.0|15.0|34.9|175.1|t-mobile
9559.62704941855|18360000000.0|45.0|25.0|355.1|t-mobile
7161.51407594051|19150000000.0|8.0|19.0|190.3|t-mobile
7161.51407594051|81875000000.0|37.0|34.9|10.3|t-mobile
4881.10775328574|39186000000.0|42.0|0.3|191.5|t-mobile
4881.10775328574|37926000000.0|30.0|0.3|11.5|t-mobile
5863.59482810272|81500000000.0|35.0|27.9|117.2|t-mobile
5863.59482810272|23366000000.0|30.0|26.9|297.3|t-mobile
2299.33740703951|71875000000.0|15.0|23.9|28.5|t-mobile
2299.33740703951|81875000000.0|72.0|23.9|208.5|t-mobile
16764.5603012026|18635000000.0|32.0|24.4|267.7|kpn
16764.5603012026|23534000000.0|36.0|24.9|87.5|kpn
6056.64046852801|31955000000.0|20.0|10.6|136.9|vodafone
6056.64046852801|85750000000.0|25.0|28.4|316.9|vodafone
2587.27693588335|38458000000.0|70.0|9.0|95.3|unknown
2587.27693588335|37198000000.0|11.0|14.1|275.3|unknown
7239.72177926921|81500000000.0|15.0|30.9|48.3|t-mobile
7239.72177926921|39242000000.0|22.5|23.3|228.3|t-mobile
3791.97639353324|32711000000.0|15.0|5.6|31.3|t-mobile
3791.97639353324|38472000000.0|77.0|2.0|211.3|t-mobile
5040.74786984714|71875000000.0|8.0|26.9|315.9|t-mobile
5040.74786984714|81875000000.0|37.0|26.9|135.9|t-mobile
7201.10298429637|71500000000.0|46.5|29.9|355.8|vodafone
7201.10298429637|72500000000.0|40.0|6.4|175.8|vodafone
7411.33682988439|31899000000.0|30.0|22.6|314.2|vodafone
7411.33682988439|32711000000.0|18.0|22.6|134.2|vodafone
15346.598378478|23534000000.0|37.0|24.9|88.8|vodafone
15346.598378478|71500000000.0|21.0|23.9|268.9|vodafone
3221.99999730054|81875000000.0|17.0|25.9|5.5|t-mobile
3221.99999730054|39242000000.0|34.0|20.3|185.5|t-mobile
6677.64625414538|32711000000.0|15.0|10.6|104.0|t-mobile
6677.64625414538|31899000000.0|15.0|10.6|284.1|t-mobile
13139.393926673|81875000000.0|15.0|30.9|13.6|t-mobile
13139.393926673|71875000000.0|33.0|30.9|193.7|t-mobile
18671.6030919052|23366000000.0|17.0|25.1|149.7|prorail
18671.6030919052|81500000000.0|38.0|30.9|329.7|prorail
9635.27748635773|23534000000.0|36.0|24.9|87.5|kpn
9635.27748635773|72875000000.0|39.5|32.2|267.6|kpn
9635.27748635773|23534000000.0|36.0|24.9|87.5|kpn
9635.27748635773|72875000000.0|39.5|32.2|267.6|kpn
2936.57190778043|37310000000.0|24.0|21.0|177.2|vodafone
2936.57190778043|38570000000.0|35.0|21.0|357.2|vodafone
17550.69541403|13045000000.0|72.0|26.9|108.2|unknown
17550.69541403|12779000000.0|37.5|26.9|288.3|unknown
1125.21930936514|71500000000.0|37.5|20.9|48.1|t-mobile
1125.21930936514|81500000000.0|42.0|20.9|228.1|t-mobile
1398.42555314586|31899000000.0|20.0|4.6|298.3|t-mobile
1398.42555314586|32711000000.0|42.0|4.6|118.3|t-mobile
7122.00262885277|37097000000.0|29.6|12.0|179.9|prorail
7122.00262885277|38357000000.0|27.3|12.0|359.9|prorail
6277.43339965655|38357000000.0|28.8|11.0|216.1|prorail
2622.418342734|81875000000.0|15.0|24.9|159.6|t-mobile
2622.418342734|32711000000.0|37.0|15.6|339.6|t-mobile
2622.418342734|81875000000.0|15.0|24.9|159.6|t-mobile
2622.418342734|32711000000.0|37.0|15.6|339.6|t-mobile
12302.156251949|38329000000.0|30.0|27.4|218.5|prorail
12302.156251949|37069000000.0|35.5|22.5|38.5|prorail
14139.076943327|37069000000.0|32.5|24.5|164.8|prorail
14139.076943327|38570000000.0|18.0|13.0|344.9|prorail
7458.52403351613|23534000000.0|34.0|20.2|303.7|vodafone
7458.52403351613|22526000000.0|36.0|20.2|123.7|vodafone
4347.45757903557|71875000000.0|15.0|22.9|277.3|t-mobile
4347.45757903557|81875000000.0|35.0|22.9|97.3|t-mobile
15880.9025450281|19260000000.0|36.5|24.4|2.3|kpn
